date,ticker,prev_close,open,high,low,close,volume,prev_volume,vwap,n_transactions,gap_pct,gap_direction,day_return_pct,day_range_pct,max_runup_pct,max_drawdown_pct,gap_filled,vol_ratio,close_vs_open,sector,sic_code,market_cap,shares_outstanding,primary_exchange,ticker_type,float_millions,mcap_millions,dollar_volume,dollar_volume_millions,turnover_ratio,first_5m_ret,first_15m_ret,first_30m_ret,first_60m_ret,max_runup_from_open,max_dd_from_open,time_to_hod_bars,time_to_hod_pct,reversion_from_hod_pct,gap_fill_pct,first_30m_vol_pct,first_60m_vol_pct,vol_decay_ratio,first_30m_range_pct,close_in_range_pct,green_bar_pct,opening_ramp_bars,opening_ramp_body_pct,avg_bar_range_pct,intraday_error
2025-04-25,SYRA,0.0552,0.036,0.0576,0.032,0.0576,63461,115691,0.0523,31,-34.78,down,60.0,71.11,60.0,-11.11,1,0.55,green,,,,,OTC Link,CS,,,3319.0103,0.0,,39.17,60.0,60.0,60.0,60.0,-11.11,7.0,50.0,0.0,100.0,100.0,100.0,1.0,100.0,100.0,7.1,1.0,38.89,6.329,
2025-04-25,ORGNW,0.05,0.031,0.0501,0.031,0.0365,57614,8923,0.0321,13,-38.0,down,17.74,61.61,61.61,0.0,1,6.46,green,INDUSTRIAL ORGANIC CHEMICALS,2860,,,XNAS,WARRANT,,,1849.4093999999998,0.0,,17.74,17.74,17.74,17.74,61.61,0.0,1.0,14.3,-27.15,100.0,100.0,100.0,1.0,100.0,28.8,0.0,0.0,0.0,0.0,
2025-04-25,AVACF,0.5495,0.3226,0.3226,0.277,0.2985,168579,65796,0.2942,70,-41.29,down,-7.47,14.14,0.0,-14.14,0,2.56,red,,,,,OTC Link,OS,,,49595.9418,0.05,,-0.62,-14.1,-13.21,-7.47,0.0,-14.14,0.0,0.0,-7.47,0.0,83.8,100.0,1.0,100.0,47.1,11.8,0.0,0.0,0.298,
2025-04-25,GTII,0.17,0.0912,0.12,0.02,0.12,335211,14194,0.0551,26,-46.35,down,31.58,109.65,31.58,-78.07,0,23.62,green,,,,,OTC Link,CS,,,18470.1261,0.02,,-1.32,31.58,31.58,31.58,31.58,-78.07,14.0,87.5,0.0,36.5,100.0,100.0,1.0,100.0,100.0,0.0,0.0,0.0,4.879,
2025-04-25,KEGSD,0.0387,0.02,0.039,0.0145,0.02,70493,1000603,0.0211,27,-48.32,down,0.0,122.5,95.0,-27.5,1,0.07,doji,,,,,,unknown,,,1487.4023,0.0,,-11.0,0.0,0.0,0.0,95.0,-27.5,2.0,13.3,-48.72,100.0,100.0,100.0,1.0,100.0,22.4,0.0,0.0,0.0,6.467,
2025-04-25,TOIIW,0.1698,0.085,0.13,0.05,0.1015,156138,323853,0.0923,246,-49.94,down,19.41,94.12,52.94,-41.18,0,0.48,green,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,8011,,,XNAS,WARRANT,,,14411.5374,0.01,,-14.71,17.65,19.41,19.41,52.94,-41.18,19.0,67.9,-21.92,53.1,100.0,100.0,1.0,100.0,64.4,32.1,1.0,41.18,6.66,
2025-04-28,PUCKW,0.009,0.015,0.015,0.01,0.01,100217,9157,0.0105,9,66.67,up,-33.33,33.33,0.0,-33.33,0,10.94,red,,,,,OTC Link,WARRANT,,,1052.2785000000001,0.0,,-33.33,-33.33,-33.33,-33.33,0.0,-33.33,0.0,0.0,-33.33,83.3,100.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,3.333,
2025-04-28,TBMCR,0.23,0.38,0.39,0.1987,0.3198,191652,43394,0.3268,346,65.22,up,-15.84,50.34,2.63,-47.71,1,4.42,red,BLANK CHECKS,6770,,,XNAS,RIGHT,,,62631.8736,0.06,,-47.71,-21.05,-16.61,-15.84,2.63,-47.71,7.0,19.4,-18.0,100.0,98.0,100.0,1.0,100.0,63.3,25.0,0.0,0.0,2.419,
2025-04-28,GLMD,1.57,2.49,2.68,1.61,1.67,60390556,13057,2.4864,318904,58.6,up,-32.93,42.97,7.63,-35.34,0,4625.15,red,,,4031759.5140000004,6581390.0,XNAS,CS,6.58,4.03,150155078.4384,150.16,9.18,4.22,-1.2,-10.84,-8.01,7.63,-35.34,4.0,1.0,-37.69,95.7,49.0,64.8,0.077,48.6,5.6,41.5,1.0,2.0,4.479,
2025-04-28,EMOR,0.0101,0.014,0.014,0.013,0.0135,156561,339005,0.0135,3,38.61,up,-3.57,6.96,0.0,-6.96,0,0.46,red,,,,,OTC Link,CS,,,2113.5735,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-28,PRTG,8.45,11.31,11.5082,9.55,10.77,8713799,97455,11.9798,140503,33.85,up,-4.77,17.31,1.75,-15.56,0,89.41,red,,,,,,unknown,,,104389569.2602,104.39,,-7.6,-5.84,-7.69,-5.12,1.75,-15.56,0.0,0.0,-9.63,61.5,24.4,51.3,0.092,90.8,43.4,44.1,0.0,0.0,3.183,
2025-04-28,MRES,0.0166,0.0219,0.0219,0.0165,0.0168,766500,120000,0.0169,26,31.93,up,-23.52,24.66,0.0,-24.66,1,6.39,red,,,,,OTC Link,CS,,,12953.849999999999,0.01,,-24.66,-24.2,-23.29,-23.29,0.0,-24.66,0.0,0.0,-23.29,100.0,100.0,100.0,1.0,100.0,5.6,0.0,0.0,0.0,0.43,
2025-04-28,INND,0.0057,0.0075,0.0075,0.0055,0.0056,748494,643971,0.0058,46,31.58,up,-25.33,26.67,0.0,-26.67,1,1.16,red,,,,,OTC Link,CS,,,4341.2652,0.0,,-6.67,-24.0,-25.33,-25.33,0.0,-26.67,0.0,0.0,-25.33,100.0,100.0,100.0,1.0,100.0,5.0,0.0,0.0,0.0,1.583,
2025-04-28,FFAIW,0.0302,0.0395,0.05,0.031,0.0439,217986,15515,0.0437,154,30.76,up,11.17,48.11,26.61,-21.5,0,14.05,green,MOTOR VEHICLES & PASSENGER CAR BODIES,3711,,,XNAS,WARRANT,,,9525.9882,0.01,,1.27,13.67,3.8,11.14,26.58,-21.52,15.0,40.5,-12.2,91.4,82.3,100.0,1.0,100.0,67.9,16.2,0.0,0.0,2.068,
2025-04-28,IDGR,0.0129,0.009,0.0104,0.009,0.0104,201600,31100,0.0091,11,-30.23,down,15.56,15.56,15.56,0.0,0,6.48,green,,,,,OTC Link,CS,,,1834.5600000000002,0.0,,15.56,15.56,15.56,15.56,15.56,0.0,4.0,80.0,0.0,35.9,100.0,100.0,1.0,100.0,100.0,0.0,0.0,0.0,2.222,
2025-04-28,HAMRF,0.058,0.04,0.069,0.04,0.069,185750,28000,0.049,32,-31.03,down,72.5,72.5,72.5,0.0,1,6.63,green,,,,,OTC Link,OS,,,9101.75,0.01,,15.0,72.5,72.5,72.5,72.5,0.0,1.0,12.5,0.0,100.0,100.0,100.0,1.0,100.0,100.0,0.0,0.0,0.0,2.031,
2025-04-28,AWSL,0.0455,0.0309,0.041,0.0309,0.041,154089,500,0.038,12,-32.09,down,32.69,32.69,32.69,0.0,0,308.18,green,,,,,OTC Link,CS,,,5855.382,0.01,,32.69,32.69,32.69,32.69,32.69,0.0,0.0,0.0,0.0,69.2,100.0,100.0,1.0,100.0,100.0,16.7,1.0,32.69,5.448,
2025-04-28,CUTRQ,0.01,0.0064,0.013,0.0064,0.0088,68288,53304,0.0103,44,-36.0,down,37.5,103.12,103.12,0.0,1,1.28,green,,,,,,unknown,,,703.3664,0.0,,56.25,101.56,37.5,37.5,103.12,0.0,15.0,88.2,-32.31,100.0,100.0,100.0,1.0,100.0,36.4,0.0,0.0,0.0,3.309,
2025-04-28,TBIO,0.9,0.555,0.88,0.4167,0.4615,71738,202,0.531,28,-38.33,down,-16.85,83.48,58.56,-24.92,0,355.14,red,,,,,OTC Link,CS,,,38092.878000000004,0.04,,-16.85,-16.85,-16.85,-16.85,58.56,-24.92,1.0,9.1,-47.56,94.2,100.0,100.0,1.0,100.0,9.7,9.1,0.0,0.0,0.337,
2025-04-28,ARTTF,0.01,0.006,0.006,0.006,0.006,150000,25000,0.006,1,-40.0,down,0.0,0.0,0.0,0.0,0,6.0,doji,,,,,OTC Link,OS,,,900.0,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-28,CGLD,0.009,0.0052,0.0052,0.0052,0.0052,100000,2000,0.0052,1,-42.22,down,0.0,0.0,0.0,0.0,0,50.0,doji,,,,,OTC Link,CS,,,520.0,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-28,ENSCW,0.024,0.0105,0.013,0.0105,0.013,69715,31213,0.0112,3,-56.25,down,23.81,23.81,23.81,0.0,0,2.23,green,,,,,OTC Link,WARRANT,,,780.808,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-28,TAWNF,0.03,0.0111,0.02,0.01,0.01,1144122,1510,0.0105,13,-63.0,down,-9.91,90.09,80.18,-9.91,0,757.7,red,,,,,OTC Link,OS,,,12013.281,0.01,,-9.91,-9.91,-9.91,-9.91,80.18,-9.91,2.0,40.0,-50.0,47.1,100.0,100.0,1.0,100.0,0.0,20.0,0.0,0.0,18.018,
2025-04-28,MARVF,0.025,0.009,0.027,0.009,0.026,107950,9074,0.0216,8,-64.0,down,188.78,200.0,200.0,0.0,1,11.9,green,,,,,OTC Link,OS,,,2331.7200000000003,0.0,,188.89,188.89,188.89,188.89,200.0,0.0,3.0,60.0,-3.7,100.0,100.0,100.0,1.0,100.0,94.4,20.0,0.0,0.0,4.444,
2025-04-28,BDCC,0.2,0.06,0.18,0.06,0.1022,76901,59016,0.0869,27,-70.0,down,70.33,200.0,200.0,0.0,0,1.3,green,,,,,OTC Link,CS,,,6682.696900000001,0.01,,50.0,133.17,70.33,70.33,200.0,0.0,1.0,6.2,-43.22,85.7,100.0,100.0,1.0,100.0,35.2,6.2,1.0,16.67,5.76,
2025-04-29,LGMK,9.675,21.6,24.375,12.0,12.225,3758297,1660964,17.22,430332,123.26,up,-43.4,57.29,12.85,-44.44,0,2.26,red,,,,,OTC Link,CS,,,64717874.339999996,64.72,,3.12,-10.42,-15.97,-18.06,12.85,-44.44,17.0,4.4,-49.85,80.5,32.0,45.2,0.119,87.9,1.8,36.9,0.0,0.0,7.164,
2025-04-29,LRRIF,0.16,0.28,0.28,0.165,0.24,687451,15000,0.2096,178,75.0,up,-14.29,41.07,0.0,-41.07,0,45.83,red,,,,,OTC Link,OS,,,144089.7296,0.14,,-35.71,-25.0,-22.14,-14.29,0.0,-41.07,0.0,0.0,-14.29,95.8,66.4,100.0,1.0,100.0,65.2,8.9,0.0,0.0,2.404,
2025-04-29,WLDS,3.6,6.0,6.42,4.56,5.4,14972252,139539,6.0519,239101,66.67,up,-10.0,31.0,7.0,-24.0,0,107.3,red,,,2314683.2800000003,10211839.0,XNAS,CS,10.21,2.31,90610571.8788,90.61,1.47,1.5,-7.0,-6.99,-4.99,7.0,-24.0,7.0,1.8,-16.36,60.0,40.3,51.6,0.108,51.6,43.5,43.8,0.0,0.0,3.026,
2025-04-29,WW,0.4135,0.6855,0.9788,0.63,0.732,579887952,140276724,0.7858,581433,65.78,up,6.78,50.88,42.79,-8.1,0,4.13,green,SERVICES-PERSONAL SERVICES,7200,220810978.07999998,9986928.0,XNAS,CS,9.99,220.81,455675952.68160003,455.68,58.06,7.45,15.58,13.14,0.04,42.79,-8.1,212.0,54.4,-25.42,20.4,25.6,36.5,0.178,74.5,28.7,49.0,1.0,7.8,7.871,
2025-04-29,HWAL,0.05,0.0788,0.0788,0.0375,0.04,1197505,469359,0.045,139,57.6,up,-49.24,52.41,0.0,-52.41,1,2.55,red,,,,,OTC Link,CS,,,53887.725,0.05,,-38.07,-45.18,-50.38,-49.24,0.0,-52.41,0.0,0.0,-49.24,100.0,74.2,100.0,1.0,97.6,6.1,16.7,0.0,0.0,3.312,
2025-04-29,EVLVW,0.2491,0.35,0.354,0.26,0.2651,80647,17908,0.3173,174,40.49,up,-24.26,26.86,1.14,-25.71,0,4.5,red,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577,,14325000.0,XNAS,WARRANT,14.32,,25589.293100000003,0.03,0.01,-13.43,-12.86,-24.26,-24.26,1.14,-25.71,0.0,0.0,-25.11,89.2,100.0,100.0,1.0,100.0,5.4,29.6,1.0,1.14,0.707,
2025-04-29,JNDAF,0.23,0.3131,0.3654,0.3,0.3654,139150,265000,0.3457,15,36.13,up,16.7,20.89,16.7,-4.18,0,0.53,green,,,,,OTC Link,OS,,,48104.155,0.05,,8.59,16.7,16.7,16.7,16.7,-4.18,0.0,0.0,0.0,15.8,100.0,100.0,1.0,100.0,100.0,28.6,1.0,16.7,5.055,
2025-04-29,DTREF,0.007,0.0095,0.0095,0.005,0.0075,8385594,12790551,0.008,106,35.71,up,-21.05,47.37,0.0,-47.37,1,0.66,red,,,,,OTC Link,OS,,,67084.75200000001,0.07,,-31.58,-27.37,-24.21,-21.05,0.0,-47.37,0.0,0.0,-21.05,100.0,30.0,100.0,1.0,100.0,55.6,8.3,0.0,0.0,4.246,
2025-04-29,AXIM,0.0059,0.0078,0.0097,0.0054,0.0075,496560,803843,0.0088,19,32.2,up,-3.85,55.77,25.0,-30.77,1,0.62,red,,,,,OTC Link,CS,,,4369.728,0.0,,15.38,-3.85,-3.85,-3.85,25.64,-30.77,5.0,35.7,-23.47,100.0,100.0,100.0,1.0,100.0,47.7,7.1,0.0,0.0,1.19,
2025-04-29,LFMD,6.1,8.03,8.69,7.02,8.62,21255233,541467,7.8312,125844,31.64,up,7.35,20.8,8.22,-12.58,0,39.25,green,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,8011,188211310.35,48135885.0,XNAS,CS,48.14,188.21,166453980.6696,166.45,0.44,-7.35,-7.6,-7.72,-11.96,8.22,-12.58,383.0,98.2,-0.92,52.3,21.1,37.3,0.491,57.5,95.2,48.2,0.0,0.0,1.735,
2025-04-29,OMH,2.03,2.66,3.98,2.5301,3.03,75360050,63381,3.108,383103,31.03,up,13.91,54.51,49.62,-4.88,0,1189.0,green,,,27970466.020000003,25660978.0,XNAS,CS,25.66,27.97,234219035.4,234.22,2.94,8.65,4.18,7.95,45.09,49.62,-4.88,59.0,15.1,-22.11,20.6,20.1,54.9,0.087,40.7,39.3,46.7,4.0,10.42,5.013,
2025-04-29,PANXF,0.0657,0.0858,0.0887,0.05,0.0703,147500,203000,0.0753,20,30.69,up,-18.01,45.1,3.38,-41.72,1,0.73,red,,,,,OTC Link,OS,,,11106.75,0.01,,-2.91,-17.95,-17.95,-17.95,3.38,-41.72,9.0,60.0,-20.63,100.0,100.0,100.0,1.0,100.0,52.7,6.7,0.0,0.0,3.963,
2025-04-29,PTPI,1.4475,1.0,1.0,0.3125,0.325,18886108,10605289,0.5197,139849,-30.92,down,-67.5,68.75,0.0,-68.75,0,1.78,red,,,,,OTC Link,CS,,,9815110.3276,9.82,,-11.0,-23.25,-25.75,-44.5,0.0,-68.75,0.0,0.0,-67.75,0.0,8.9,21.9,0.61,54.2,1.5,31.3,0.0,0.0,4.267,
2025-04-29,LXENF,0.0199,0.0136,0.017,0.0136,0.017,51000,4125,0.0169,3,-31.66,down,25.0,25.0,25.0,0.0,0,12.36,green,,,,,OTC Link,OS,,,861.8999999999999,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-29,AREBW,0.0325,0.0214,0.0314,0.0186,0.029,203283,27539,0.0267,95,-34.15,down,35.51,59.81,46.73,-13.08,0,7.38,green,MISCELLANEOUS FABRICATED METAL PRODUCTS,3490,,2530121.0,XNAS,WARRANT,2.53,,5427.6561,0.01,0.08,21.5,35.51,35.51,35.51,46.73,-13.08,2.0,12.5,-7.64,90.1,100.0,100.0,1.0,100.0,81.3,18.8,0.0,0.0,3.505,
2025-04-29,AIBT,0.0249,0.0155,0.0155,0.0154,0.0154,72000,2000,0.0155,3,-37.75,down,-0.65,0.65,0.0,-0.65,0,36.0,red,,,,,OTC Link,CS,,,1116.0,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-29,HAMRF,0.069,0.0415,0.0584,0.04,0.046,115400,185750,0.0462,26,-39.86,down,10.84,44.34,40.72,-3.61,0,0.62,green,,,,,OTC Link,OS,,,5331.48,0.01,,16.39,10.84,10.84,10.84,40.72,-3.61,3.0,23.1,-21.23,61.5,100.0,100.0,1.0,100.0,32.6,0.0,0.0,0.0,0.0,
2025-04-29,ASDZF,0.0135,0.0081,0.0081,0.007,0.0073,1015800,10000,0.0073,25,-40.0,down,-9.88,13.58,0.0,-13.58,0,101.58,red,,,,,OTC Link,OS,,,7415.34,0.01,,-9.88,-9.88,-9.88,-9.88,0.0,-13.58,0.0,0.0,-9.88,0.0,100.0,100.0,1.0,100.0,27.3,44.4,0.0,0.0,1.646,
2025-04-29,CEOS,0.0145,0.0086,0.0124,0.0086,0.0124,57623,46420,0.0093,2,-40.69,down,44.65,44.65,44.65,0.0,0,1.24,green,,,,,OTC Link,CS,,,535.8938999999999,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-29,HERB,0.05,0.0273,0.05,0.0273,0.048,102244,21401,0.0488,10,-45.4,down,75.82,83.15,83.15,0.0,1,4.78,green,,,,,OTC Link,CS,,,4989.5072,0.0,,79.49,75.82,75.82,75.82,83.15,0.0,2.0,25.0,-4.0,100.0,100.0,100.0,1.0,100.0,91.2,12.5,0.0,0.0,0.229,
2025-04-29,RMSL,0.01,0.0052,0.0091,0.0052,0.009,2850696,893201,0.0072,57,-48.0,down,73.08,74.04,74.04,0.0,0,3.19,green,,,,,OTC Link,CS,,,20525.0112,0.02,,57.69,71.15,73.08,73.08,75.0,0.0,13.0,44.8,-1.1,81.3,100.0,100.0,1.0,100.0,97.4,6.9,1.0,73.08,3.249,
2025-04-29,BDCC,0.1022,0.02,0.2,0.02,0.1789,107113,76901,0.1865,22,-80.43,down,794.5,900.0,900.0,0.0,1,1.39,green,,,,,OTC Link,CS,,,19976.5745,0.02,,510.5,794.5,794.5,794.5,900.0,0.0,1.0,7.1,-10.55,100.0,100.0,100.0,1.0,100.0,88.3,7.1,0.0,0.0,22.214,
2025-04-30,RGLS,3.37,7.985,8.2,7.7,7.98,28566734,2201822,7.8406,102805,136.94,up,-0.06,6.26,2.69,-3.57,0,12.97,red,,,,,,unknown,,,223980334.6004,223.98,,-1.44,-2.82,-3.01,-1.0,2.69,-3.57,0.0,0.0,-2.68,6.2,39.0,55.9,0.256,98.0,56.0,40.3,1.0,1.44,0.774,
2025-04-30,ALLIF,0.092,0.15,0.15,0.15,0.15,50000,42100,0.15,4,63.04,up,0.0,0.0,0.0,0.0,0,1.19,doji,,,,,OTC Link,OS,,,7500.0,0.01,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-30,HPSIF,0.037,0.0572,0.0572,0.0316,0.0556,120975,130622,0.0421,20,54.59,up,-2.71,44.84,0.0,-44.84,1,0.93,red,,,,,OTC Link,OS,,,5093.0475,0.01,,-33.57,-44.76,-2.62,-2.62,0.0,-44.76,0.0,0.0,-2.62,100.0,100.0,100.0,1.0,100.0,94.1,0.0,0.0,0.0,0.0,
2025-04-30,VYST,0.1324,0.2,0.2,0.076,0.12,64394,850,0.1285,24,51.06,up,-40.0,62.0,0.0,-62.0,1,75.76,red,,,,,OTC Link,CS,,,8274.629,0.01,,-30.05,-40.0,-40.0,-40.0,0.0,-62.0,0.0,0.0,-40.0,100.0,100.0,100.0,1.0,100.0,35.5,14.3,0.0,0.0,0.879,
2025-04-30,JFBRW,0.019,0.028,0.0339,0.0201,0.0247,198379,500,0.0273,142,47.37,up,-11.79,49.29,21.07,-28.21,0,396.76,red,,,,,XNAS,WARRANT,,,5415.746700000001,0.01,,19.64,-8.21,-11.79,-11.79,21.07,-28.21,3.0,11.5,-27.14,87.8,100.0,100.0,1.0,100.0,33.3,15.4,0.0,0.0,2.912,
2025-04-30,EGYF,0.014,0.02,0.02,0.02,0.02,53000,134720,0.02,3,42.86,up,0.0,0.0,0.0,0.0,0,0.39,doji,,,,,OTC Link,CS,,,1060.0,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-30,IBOGF,0.0222,0.0314,0.0314,0.021,0.0218,131476,287574,0.0238,19,41.22,up,-30.46,33.01,0.0,-33.01,1,0.46,red,,,,,OTC Link,OS,,,3129.1288000000004,0.0,,-33.12,-33.12,-30.57,-30.57,0.0,-33.12,0.0,0.0,-30.57,100.0,100.0,100.0,1.0,100.0,7.7,11.8,0.0,0.0,3.822,
2025-04-30,GETR,0.0157,0.021,0.03,0.016,0.0201,152952,22433,0.0258,23,33.76,up,-4.29,66.67,42.86,-23.81,0,6.82,red,,,,,OTC Link,CS,,,3946.1616,0.0,,37.62,-4.29,-4.29,-4.29,42.86,-23.81,0.0,0.0,-33.0,94.3,100.0,100.0,1.0,100.0,29.3,8.3,1.0,31.9,5.833,
2025-04-30,FEERF,0.0266,0.0186,0.0186,0.0186,0.0186,55000,50000,0.0199,2,-30.08,down,0.0,0.0,0.0,0.0,0,1.1,doji,,,,,OTC Link,OS,,,1094.5,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-30,CEOS,0.0124,0.0086,0.014,0.0072,0.014,101953,57623,0.0085,6,-30.87,down,62.79,79.07,62.79,-16.28,1,1.77,green,,,,,OTC Link,CS,,,866.6005,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-30,EVKRF,0.0217,0.015,0.0218,0.015,0.0218,226115,110223,0.0174,15,-30.88,down,45.33,45.33,45.33,0.0,1,2.05,green,,,,,OTC Link,OS,,,3934.401,0.0,,28.67,45.33,45.33,45.33,45.33,0.0,7.0,87.5,0.0,100.0,100.0,100.0,1.0,100.0,100.0,25.0,1.0,44.67,7.0,
2025-04-30,KGKG,0.375,0.25,0.25,0.0025,0.25,92376,1589,0.2495,63,-33.33,down,0.0,99.0,0.0,-99.0,0,58.1,doji,,,,,,unknown,,,23047.812,0.02,,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,
2025-04-30,HVGDF,0.06,0.04,0.0486,0.04,0.0486,75220,26370,0.044,15,-33.33,down,21.5,21.5,21.5,0.0,0,2.85,green,,,,,OTC Link,OS,,,3309.68,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-04-30,PITEF,0.0986,0.0561,0.1,0.037,0.0411,480791,466021,0.0518,176,-43.15,down,-26.67,112.4,78.41,-33.99,1,1.03,red,,,,,OTC Link,OS,,,24904.9738,0.02,,6.77,-17.11,-19.79,-27.27,78.25,-34.05,0.0,0.0,-58.9,100.0,80.5,85.3,0.457,100.0,6.5,7.7,1.0,8.02,5.365,
2025-04-30,SSLCF,0.43,0.12,0.3864,0.12,0.3792,92467,110553,0.3577,29,-72.09,down,216.0,222.0,222.0,0.0,0,0.84,green,,,,,OTC Link,OS,,,33075.4459,0.03,,208.33,216.0,216.0,216.0,222.0,0.0,6.0,85.7,-1.86,85.9,100.0,100.0,1.0,100.0,97.3,0.0,0.0,0.0,0.857,
2025-04-30,TAWNF,0.05,0.01,0.03,0.0071,0.03,332520,100,0.01,19,-80.0,down,200.0,229.0,200.0,-29.0,0,3325.2,green,,,,,OTC Link,OS,,,3325.2000000000003,0.0,,0.0,200.0,200.0,200.0,200.0,-29.0,5.0,83.3,0.0,50.0,100.0,100.0,1.0,100.0,100.0,0.0,0.0,0.0,13.167,
2025-05-01,ZCAR,4.07,10.54,18.0,9.6,10.3,47595534,113702,12.621,564402,158.97,up,-2.28,79.7,70.78,-8.92,0,418.6,red,,,,,OTC Link,CS,,,600703234.614,600.7,,19.83,22.39,44.7,55.31,70.78,-8.92,59.0,16.1,-42.11,14.5,37.6,56.7,0.165,84.0,9.8,45.8,0.0,0.0,9.605,
2025-05-01,DNABW,0.0061,0.0127,0.013,0.0127,0.013,100075,657,0.013,7,108.2,up,2.36,2.36,2.36,0.0,0,152.32,green,,,,,OTC Link,WARRANT,,,1300.975,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-05-01,TIOG,0.03,0.057,0.057,0.0355,0.0355,88217,5081,0.0562,11,90.0,up,-37.72,37.72,0.0,-37.72,0,17.36,red,,,,,OTC Link,CS,,,4957.7954,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-05-01,KIDZW,0.0498,0.085,0.25,0.0708,0.2023,5931764,2784,0.188,6817,70.68,up,138.0,210.82,194.12,-16.71,0,2130.66,green,SERVICES-EDUCATIONAL SERVICES,8200,,17250000.0,XNAS,WARRANT,17.25,,1115171.632,1.12,0.34,41.18,60.94,78.59,105.88,194.12,-16.71,95.0,32.0,-19.08,40.3,16.7,25.6,0.73,60.9,73.4,37.0,0.0,0.0,17.486,
2025-05-01,INIKF,0.0585,0.0949,0.1035,0.0729,0.08,148950,116100,0.0845,25,62.22,up,-15.7,32.19,9.01,-23.18,0,1.28,red,,,,,OTC Link,OS,,,12586.275000000001,0.01,,-20.44,-22.97,-15.7,-15.7,9.06,-23.18,7.0,41.2,-22.71,60.4,100.0,100.0,1.0,100.0,23.2,5.9,0.0,0.0,1.252,
2025-05-01,NVNI,4.499,7.067,7.623,3.5,4.05,27175531,36302681,5.875,386812,57.08,up,-42.69,58.34,7.87,-50.47,1,0.75,red,,,12942195.9,10032710.0,XNAS,CS,10.03,12.94,159656244.625,159.66,2.71,-5.04,-13.95,-21.78,-17.77,7.87,-50.47,0.0,0.0,-49.3,100.0,37.3,48.5,0.106,51.0,8.9,44.4,1.0,6.78,3.658,
2025-05-01,GSTMF,0.0546,0.0804,0.0804,0.0612,0.0658,115000,202214,0.072,14,47.25,up,-18.16,23.88,0.0,-23.88,0,0.57,red,,,,,OTC Link,OS,,,8280.0,0.01,,-23.88,-18.16,-18.16,-18.16,0.0,-23.88,0.0,0.0,-18.16,74.4,100.0,100.0,1.0,100.0,24.0,0.0,0.0,0.0,1.837,
2025-05-01,NAOV,2.86,4.19,4.49,3.25,3.875,22233377,1214487,4.5011,217667,46.5,up,-7.52,29.59,7.16,-22.43,0,18.31,red,,,,,,unknown,,,100074653.2147,100.07,,-4.3,4.76,1.9,-0.23,7.16,-22.43,24.0,6.2,-13.59,70.7,43.8,55.9,0.166,46.4,50.8,44.6,0.0,0.0,3.317,
2025-05-01,RGXTF,0.015,0.0211,0.0228,0.0124,0.0124,70125,25700,0.0216,3,40.85,up,-41.23,49.29,8.06,-41.23,1,2.73,red,,,,,OTC Link,OS,,,1514.7,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-05-01,GETR,0.0201,0.028,0.028,0.0168,0.019,51650,152952,0.0215,19,39.3,up,-32.14,40.0,0.0,-40.0,1,0.34,red,,,,,OTC Link,CS,,,1110.475,0.0,,-33.57,-32.14,-32.14,-32.14,0.0,-40.0,0.0,0.0,-32.14,100.0,100.0,100.0,1.0,100.0,19.6,0.0,0.0,0.0,3.901,
2025-05-01,MLRT,0.0148,0.0199,0.0199,0.0141,0.015,79713,62248,0.0148,17,34.46,up,-24.62,29.15,0.0,-29.15,1,1.28,red,,,,,OTC Link,CS,,,1179.7524,0.0,,-24.62,-24.62,-24.62,-24.62,0.0,-29.15,0.0,0.0,-24.62,100.0,100.0,100.0,1.0,100.0,15.5,0.0,0.0,0.0,4.104,
2025-05-01,PANXF,0.0574,0.0766,0.0768,0.064,0.064,130000,57500,0.0696,16,33.54,up,-16.5,16.7,0.2,-16.5,0,2.26,red,,,,,OTC Link,OS,,,9048.0,0.01,,0.13,-16.56,-16.56,-16.56,0.13,-16.56,1.0,8.3,-16.67,65.6,100.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.033,
